incident_id,road_id,road_name,latitude,longitude,incident_type,severity,start_time,duration_min,delay_added_min,lanes_affected,is_cleared
INC_0043,RD_016,Patel Road T Nagar,13.039169,80.229657,flood,minor,2024-07-15 15:00,193,9,1,False
INC_0044,RD_014,Nungambakkam High Road,13.058949,80.243623,road_block,major,2024-07-29 15:00,174,25,2,True
INC_0045,RD_033,Road Segment 33,13.081739,80.314727,accident,critical,2024-01-27 22:00,226,51,4,False
INC_0046,RD_065,Road Segment 65,13.010529,80.218186,protest,major,2024-04-13 16:00,27,17,4,True
INC_0047,RD_026,Road Segment 26,12.996549,80.184499,flood,critical,2024-10-08 00:00,186,50,2,False
INC_0048,RD_034,Road Segment 34,12.912413,80.315164,breakdown,critical,2024-11-12 11:00,99,54,1,False
INC_0049,RD_012,Sardar Patel Road,13.008145,80.219357,flood,minor,2024-01-23 17:00,164,11,1,False
INC_0050,RD_077,Road Segment 77,13.083875,80.192434,protest,critical,2024-09-23 03:00,36,43,1,True
INC_0051,RD_069,Road Segment 69,12.985424,80.397831,road_block,critical,2024-05-22 16:00,193,47,3,True
INC_0052,RD_002,GST Road,12.972482,80.190569,flood,minor,2024-12-03 08:00,168,5,3,False
INC_0053,RD_007,Poonamallee High Road,13.04598,80.150448,accident,major,2024-07-26 15:00,203,25,2,False
INC_0054,RD_009,Inner Ring Road,13.021856,80.204139,vip_movement,minor,2024-07-27 22:00,47,12,1,True
INC_0055,RD_080,Road Segment 80,12.984332,80.145211,vip_movement,minor,2024-05-13 07:00,25,14,3,True
INC_0056,RD_052,Road Segment 52,13.018999,80.121327,protest,critical,2024-05-02 08:00,230,44,2,True
INC_0057,RD_055,Road Segment 55,12.987327,80.301715,vip_movement,critical,2024-02-02 18:00,20,47,1,True
INC_0058,RD_028,Road Segment 28,13.133997,80.316248,flood,critical,2024-08-03 03:00,121,48,4,True
INC_0059,RD_029,Road Segment 29,13.042126,80.34567,flood,major,2024-06-26 19:00,95,20,2,True
INC_0060,RD_048,Road Segment 48,13.155202,80.191116,flood,major,2024-03-28 01:00,26,29,1,False
INC_0061,RD_059,Road Segment 59,12.882896,80.170923,breakdown,minor,2024-09-27 16:00,118,9,2,True
INC_0062,RD_050,Road Segment 50,13.018655,80.13008,accident,major,2024-11-28 18:00,129,20,1,True
INC_0063,RD_047,Road Segment 47,13.154892,80.172366,road_block,critical,2024-12-30 11:00,123,46,2,True
INC_0064,RD_070,Road Segment 70,12.99788,80.389118,protest,critical,2024-12-24 19:00,72,48,2,True
INC_0065,RD_057,Road Segment 57,13.054109,80.172366,road_block,major,2024-10-19 03:00,188,27,2,True
INC_0066,RD_065,Road Segment 65,13.008129,80.227522,construction,critical,2024-01-30 16:00,141,46,2,True
INC_0067,RD_075,Road Segment 75,12.864432,80.125232,road_block,critical,2024-12-15 20:00,225,45,1,False
INC_0068,RD_035,Road Segment 35,12.948753,80.378185,vip_movement,minor,2024-05-02 18:00,155,7,6,True
INC_0069,RD_059,Road Segment 59,12.873669,80.168417,vip_movement,critical,2024-04-03 17:00,178,44,2,True
INC_0070,RD_056,Road Segment 56,13.007133,80.173181,vip_movement,critical,2024-03-22 02:00,28,50,2,True
INC_0071,RD_013,Cathedral Road,13.06019,80.250859,vip_movement,minor,2024-10-18 08:00,114,3,3,True
INC_0072,RD_077,Road Segment 77,13.086121,80.187209,vip_movement,major,2024-06-22 09:00,49,18,2,True
INC_0073,RD_014,Nungambakkam High Road,13.058733,80.240491,construction,major,2024-09-21 12:00,181,26,4,True
INC_0074,RD_029,Road Segment 29,13.039721,80.353388,road_block,critical,2024-10-25 02:00,65,48,1,True
INC_0075,RD_020,Kamarajar Salai Marina,13.057944,80.282628,construction,major,2024-10-26 06:00,86,23,6,True
INC_0076,RD_074,Road Segment 74,12.995139,80.385272,road_block,minor,2024-03-18 11:00,141,13,4,True
INC_0077,RD_045,Road Segment 45,12.892347,80.36294,vip_movement,major,2024-02-02 20:00,44,24,5,True
INC_0078,RD_055,Road Segment 55,12.99297,80.300431,road_block,minor,2024-01-14 09:00,52,8,3,True
INC_0079,RD_041,Road Segment 41,13.032604,80.126111,protest,minor,2024-08-07 00:00,32,6,1,True
INC_0080,RD_018,LB Road Adyar,12.99882,80.250708,vip_movement,major,2024-02-19 03:00,50,28,2,False
INC_0081,RD_039,Road Segment 39,12.904038,80.326044,road_block,minor,2024-10-18 15:00,203,9,4,True
INC_0082,RD_036,Road Segment 36,13.142425,80.334546,accident,major,2024-02-23 12:00,181,19,1,True
INC_0083,RD_063,Road Segment 63,13.195323,80.125047,vip_movement,major,2024-01-21 17:00,19,20,6,True
INC_0084,RD_044,Road Segment 44,13.188724,80.361585,breakdown,minor,2024-05-22 21:00,221,10,6,True
INC_0085,RD_014,Nungambakkam High Road,13.055376,80.243907,flood,critical,2024-02-03 00:00,27,43,2,True
INC_0086,RD_004,ECR (East Coast Road),12.852173,80.251408,breakdown,critical,2024-01-29 10:00,66,42,4,True
INC_0087,RD_005,NH-16 (Chennai-Kolkata Highway),13.151174,80.274936,vip_movement,critical,2024-08-24 02:00,48,51,3,False
INC_0088,RD_059,Road Segment 59,12.873525,80.169523,construction,minor,2024-09-18 12:00,237,10,2,False
INC_0089,RD_046,Road Segment 46,12.886513,80.233287,flood,critical,2024-07-04 21:00,87,50,1,False
INC_0090,RD_077,Road Segment 77,13.085852,80.1882,road_block,critical,2024-02-03 06:00,144,53,1,False
INC_0091,RD_079,Road Segment 79,12.925743,80.182507,accident,critical,2024-09-18 16:00,129,45,2,False
INC_0092,RD_056,Road Segment 56,13.00667,80.180013,construction,critical,2024-04-29 07:00,176,55,3,True
INC_0093,RD_067,Road Segment 67,13.201126,80.347213,construction,critical,2024-08-13 16:00,230,51,1,True
INC_0094,RD_021,Road Segment 21,13.072581,80.109463,accident,critical,2024-01-02 20:00,22,47,1,False
INC_0095,RD_077,Road Segment 77,13.08838,80.196181,flood,major,2024-04-20 00:00,155,20,1,True
INC_0096,RD_078,Road Segment 78,13.009998,80.399576,accident,critical,2024-06-16 05:00,98,53,1,True
INC_0097,RD_002,GST Road,12.968461,80.190847,road_block,critical,2024-09-04 13:00,56,53,1,False
INC_0098,RD_013,Cathedral Road,13.059357,80.252174,accident,minor,2024-10-03 19:00,171,4,2,True
INC_0099,RD_063,Road Segment 63,13.195634,80.124734,breakdown,major,2024-04-28 10:00,197,20,3,False
INC_0100,RD_019,100 Feet Road Vadapalani,13.052379,80.209258,construction,critical,2024-12-27 21:00,44,45,4,False
INC_0101,RD_053,Road Segment 53,13.010053,80.266234,protest,minor,2024-03-28 01:00,135,4,6,True
INC_0102,RD_016,Patel Road T Nagar,13.040364,80.236387,vip_movement,critical,2024-02-07 06:00,149,42,2,True
INC_0103,RD_037,Road Segment 37,12.990943,80.124666,accident,minor,2024-08-03 03:00,63,13,1,False
INC_0104,RD_056,Road Segment 56,13.008176,80.169926,breakdown,major,2024-01-03 19:00,47,19,4,False
INC_0105,RD_064,Road Segment 64,13.129124,80.130638,breakdown,major,2024-02-01 22:00,168,29,2,False
INC_0106,RD_076,Road Segment 76,13.081384,80.191417,accident,major,2024-06-22 02:00,35,21,4,False
INC_0107,RD_036,Road Segment 36,13.143121,80.333297,construction,critical,2024-09-05 08:00,84,42,1,False
INC_0108,RD_071,Road Segment 71,12.949196,80.394387,accident,major,2024-08-04 19:00,86,25,5,True
INC_0109,RD_058,Road Segment 58,13.100031,80.120717,vip_movement,minor,2024-03-22 08:00,127,15,1,False
INC_0110,RD_041,Road Segment 41,13.031742,80.128382,road_block,critical,2024-02-20 21:00,184,45,1,True
INC_0111,RD_048,Road Segment 48,13.151938,80.191427,breakdown,critical,2024-09-16 18:00,135,43,2,False
INC_0112,RD_016,Patel Road T Nagar,13.037509,80.229006,breakdown,major,2024-03-01 10:00,116,17,3,True
INC_0113,RD_061,Road Segment 61,13.13423,80.155048,breakdown,major,2024-10-26 20:00,205,26,3,True
INC_0114,RD_030,Road Segment 30,13.099748,80.116587,breakdown,major,2024-10-01 22:00,68,27,1,True
INC_0115,RD_044,Road Segment 44,13.191402,80.353706,construction,major,2024-11-08 08:00,138,24,4,True
INC_0116,RD_068,Road Segment 68,12.987668,80.248839,breakdown,critical,2024-12-13 15:00,85,45,1,False
INC_0117,RD_037,Road Segment 37,12.987906,80.118545,accident,major,2024-02-24 03:00,137,25,2,True
INC_0118,RD_055,Road Segment 55,12.990653,80.294518,breakdown,major,2024-07-16 10:00,79,26,2,True
INC_0119,RD_033,Road Segment 33,13.082922,80.310053,flood,minor,2024-07-27 04:00,25,4,4,True
INC_0120,RD_068,Road Segment 68,12.991642,80.24768,breakdown,minor,2024-06-12 03:00,78,13,1,True
INC_0121,RD_043,Road Segment 43,12.981021,80.280278,road_block,minor,2024-04-02 12:00,119,5,5,True
INC_0122,RD_065,Road Segment 65,13.003777,80.225489,flood,minor,2024-05-24 15:00,160,13,2,True
INC_0123,RD_071,Road Segment 71,12.9542,80.392161,accident,minor,2024-01-30 20:00,128,4,2,True
INC_0124,RD_062,Road Segment 62,12.972387,80.215566,road_block,minor,2024-05-27 17:00,82,4,6,True
INC_0125,RD_056,Road Segment 56,13.014603,80.173618,breakdown,minor,2024-04-15 17:00,106,10,2,True
INC_0126,RD_003,OMR (Old Mahabalipuram Road),12.916884,80.22563,flood,minor,2024-09-02 12:00,46,13,3,True
INC_0127,RD_034,Road Segment 34,12.914068,80.31822,vip_movement,major,2024-09-16 10:00,153,26,3,True
INC_0128,RD_078,Road Segment 78,13.014379,80.396348,road_block,minor,2024-03-06 03:00,200,11,1,True
INC_0129,RD_030,Road Segment 30,13.091581,80.118103,protest,critical,2024-09-07 17:00,219,48,2,True
INC_0130,RD_044,Road Segment 44,13.190959,80.355186,construction,major,2024-07-11 03:00,40,27,2,True
INC_0131,RD_054,Road Segment 54,13.000158,80.164197,protest,minor,2024-01-30 19:00,20,2,5,True
INC_0132,RD_062,Road Segment 62,12.976607,80.226473,construction,major,2024-03-01 12:00,23,19,5,False
INC_0133,RD_068,Road Segment 68,12.994859,80.240708,protest,major,2024-01-30 05:00,130,18,2,False
INC_0134,RD_025,Road Segment 25,13.052691,80.341326,flood,major,2024-12-21 17:00,185,17,2,True
INC_0135,RD_043,Road Segment 43,12.990334,80.278315,accident,minor,2024-06-20 00:00,47,10,6,True
INC_0136,RD_047,Road Segment 47,13.161849,80.183253,flood,major,2024-03-01 05:00,80,23,4,False
INC_0137,RD_019,100 Feet Road Vadapalani,13.054424,80.205489,breakdown,critical,2024-08-19 00:00,164,49,1,False
INC_0138,RD_031,Road Segment 31,13.148621,80.367815,road_block,critical,2024-09-25 19:00,210,42,4,True
INC_0139,RD_075,Road Segment 75,12.868952,80.127457,road_block,minor,2024-04-23 12:00,184,5,2,False
INC_0140,RD_016,Patel Road T Nagar,13.041947,80.230578,protest,critical,2024-03-23 03:00,146,54,2,True
INC_0141,RD_068,Road Segment 68,12.995207,80.238292,protest,major,2024-05-25 11:00,94,19,2,True
INC_0142,RD_003,OMR (Old Mahabalipuram Road),12.919887,80.226831,accident,critical,2024-09-04 14:00,215,43,1,True
INC_0143,RD_050,Road Segment 50,13.024016,80.129274,road_block,major,2024-10-03 11:00,72,25,2,False
INC_0144,RD_006,Rajiv Gandhi Salai (IT Corridor),12.959407,80.243035,accident,critical,2024-04-02 05:00,205,51,2,False
INC_0145,RD_077,Road Segment 77,13.086482,80.186111,breakdown,critical,2024-10-08 02:00,134,55,1,True
INC_0146,RD_034,Road Segment 34,12.908145,80.325803,accident,major,2024-03-23 22:00,41,19,4,False
INC_0147,RD_061,Road Segment 61,13.136376,80.162046,construction,major,2024-06-09 12:00,183,20,2,True
INC_0148,RD_063,Road Segment 63,13.195087,80.124166,construction,minor,2024-12-02 19:00,132,10,2,True
INC_0149,RD_075,Road Segment 75,12.868595,80.12194,construction,major,2024-01-24 20:00,78,26,1,False
INC_0150,RD_079,Road Segment 79,12.925406,80.18382,construction,minor,2024-05-08 06:00,184,2,1,False
INC_0151,RD_063,Road Segment 63,13.19454,80.127083,protest,minor,2024-09-05 09:00,226,5,2,True
INC_0152,RD_066,Road Segment 66,13.149232,80.120885,construction,minor,2024-10-04 07:00,36,3,2,True
INC_0153,RD_057,Road Segment 57,13.057948,80.168775,construction,major,2024-07-15 19:00,100,20,1,True
INC_0154,RD_074,Road Segment 74,12.994315,80.381987,construction,critical,2024-08-15 15:00,87,55,1,True
INC_0155,RD_046,Road Segment 46,12.888959,80.227876,flood,major,2024-09-22 19:00,98,25,2,True
INC_0156,RD_012,Sardar Patel Road,13.002253,80.222226,protest,minor,2024-11-11 01:00,112,12,1,True
INC_0157,RD_056,Road Segment 56,13.008255,80.175615,construction,major,2024-01-31 07:00,228,28,1,True
INC_0158,RD_063,Road Segment 63,13.193613,80.129545,vip_movement,critical,2024-11-21 12:00,219,54,3,True
INC_0159,RD_016,Patel Road T Nagar,13.041576,80.235115,protest,major,2024-07-22 05:00,106,22,2,True
INC_0160,RD_037,Road Segment 37,12.994,80.120197,construction,major,2024-07-20 01:00,63,28,2,True
INC_0161,RD_026,Road Segment 26,12.998222,80.188024,breakdown,major,2024-01-07 02:00,102,27,3,False
INC_0162,RD_068,Road Segment 68,12.988963,80.245621,flood,major,2024-06-19 11:00,227,30,1,True
INC_0163,RD_007,Poonamallee High Road,13.050837,80.147722,vip_movement,major,2024-01-05 20:00,116,18,2,True
INC_0164,RD_022,Road Segment 22,12.899409,80.128519,construction,minor,2024-09-20 00:00,89,5,1,True
INC_0165,RD_059,Road Segment 59,12.873855,80.174676,flood,major,2024-05-14 23:00,111,19,1,True
INC_0166,RD_041,Road Segment 41,13.02733,80.1329,accident,major,2024-04-04 05:00,34,19,2,True
INC_0167,RD_012,Sardar Patel Road,13.010097,80.215182,protest,minor,2024-02-12 23:00,235,10,2,True
INC_0168,RD_067,Road Segment 67,13.194295,80.350267,flood,critical,2024-11-01 01:00,39,44,1,False
INC_0169,RD_017,Usman Road T Nagar,13.040363,80.238495,construction,critical,2024-04-28 20:00,211,46,1,False
INC_0170,RD_070,Road Segment 70,12.999887,80.393129,construction,critical,2024-07-31 13:00,167,50,2,False
INC_0171,RD_038,Road Segment 38,13.016946,80.365591,construction,critical,2024-08-22 14:00,44,52,1,True
INC_0172,RD_057,Road Segment 57,13.055399,80.168946,breakdown,minor,2024-02-01 21:00,191,11,1,True
INC_0173,RD_078,Road Segment 78,13.007852,80.403203,accident,major,2024-04-04 08:00,44,24,1,True
INC_0174,RD_069,Road Segment 69,12.98621,80.398342,construction,critical,2024-01-08 15:00,84,47,4,False
INC_0175,RD_018,LB Road Adyar,12.998335,80.25174,construction,minor,2024-09-17 15:00,150,10,2,True
INC_0176,RD_001,Anna Salai (Mount Road),13.070329,80.248699,construction,major,2024-04-11 23:00,84,25,3,True
INC_0177,RD_033,Road Segment 33,13.085823,80.311291,flood,major,2024-08-01 07:00,137,17,2,True
INC_0178,RD_067,Road Segment 67,13.20186,80.347622,protest,minor,2024-06-07 03:00,207,12,2,True
INC_0179,RD_001,Anna Salai (Mount Road),13.068732,80.25355,protest,major,2024-12-08 22:00,161,17,3,True
INC_0180,RD_043,Road Segment 43,12.983793,80.282054,flood,critical,2024-08-16 03:00,83,48,6,True
INC_0181,RD_058,Road Segment 58,13.099998,80.116343,construction,critical,2024-05-22 01:00,31,52,1,True
INC_0182,RD_068,Road Segment 68,12.990273,80.247484,accident,minor,2024-05-06 13:00,180,12,1,True
INC_0183,RD_054,Road Segment 54,12.995359,80.164727,vip_movement,minor,2024-08-19 19:00,150,3,6,False
INC_0184,RD_040,Road Segment 40,13.005554,80.277405,breakdown,minor,2024-06-22 01:00,153,14,2,True
INC_0185,RD_044,Road Segment 44,13.192207,80.355747,breakdown,minor,2024-02-12 18:00,193,6,6,True
INC_0186,RD_069,Road Segment 69,12.98639,80.393788,construction,minor,2024-12-30 06:00,222,10,2,True
INC_0187,RD_031,Road Segment 31,13.144294,80.3594,road_block,critical,2024-01-25 03:00,101,51,4,True
INC_0188,RD_028,Road Segment 28,13.127826,80.318263,accident,minor,2024-02-04 09:00,28,2,1,True
INC_0189,RD_034,Road Segment 34,12.910489,80.322051,flood,critical,2024-05-02 11:00,177,46,4,True
INC_0190,RD_009,Inner Ring Road,13.020232,80.210825,accident,critical,2024-05-14 17:00,38,46,3,True
INC_0191,RD_061,Road Segment 61,13.130912,80.156285,vip_movement,minor,2024-11-25 17:00,76,14,2,True
INC_0192,RD_011,Velachery Main Road,12.983339,80.222097,accident,critical,2024-08-13 04:00,155,50,2,False
INC_0193,RD_055,Road Segment 55,12.989257,80.304238,accident,critical,2024-01-25 07:00,92,45,3,True
INC_0194,RD_055,Road Segment 55,12.991771,80.304225,road_block,critical,2024-01-14 20:00,102,53,4,True
INC_0195,RD_016,Patel Road T Nagar,13.038326,80.235098,vip_movement,critical,2024-11-14 18:00,139,49,3,True
INC_0196,RD_038,Road Segment 38,13.02729,80.362374,road_block,minor,2024-10-19 20:00,101,12,1,True
INC_0197,RD_039,Road Segment 39,12.900772,80.322219,construction,critical,2024-06-30 16:00,110,47,5,False
INC_0198,RD_076,Road Segment 76,13.084129,80.192953,protest,minor,2024-07-15 03:00,33,6,3,False
INC_0199,RD_003,OMR (Old Mahabalipuram Road),12.921117,80.225109,vip_movement,major,2024-09-14 15:00,147,18,2,True
INC_0200,RD_025,Road Segment 25,13.056522,80.344258,breakdown,major,2024-05-04 23:00,233,29,1,True
INC_0201,RD_057,Road Segment 57,13.058245,80.170931,construction,major,2024-02-25 23:00,96,19,2,True
INC_0202,RD_015,Arcot Road,13.05447,80.215208,flood,critical,2024-07-28 09:00,145,42,3,True
INC_0203,RD_067,Road Segment 67,13.201977,80.354365,construction,major,2024-05-04 00:00,215,17,1,False
INC_0204,RD_060,Road Segment 60,12.893382,80.38116,breakdown,minor,2024-04-21 10:00,141,3,2,True
INC_0205,RD_045,Road Segment 45,12.89711,80.364244,construction,critical,2024-07-20 23:00,25,44,6,False
INC_0206,RD_039,Road Segment 39,12.897867,80.327157,accident,critical,2024-09-22 13:00,38,44,4,True
INC_0207,RD_036,Road Segment 36,13.14601,80.332465,protest,minor,2024-06-13 21:00,155,15,1,True
INC_0208,RD_068,Road Segment 68,12.994082,80.245657,road_block,major,2024-07-02 22:00,66,17,1,True
INC_0209,RD_012,Sardar Patel Road,13.00317,80.217748,vip_movement,major,2024-07-30 23:00,111,18,4,True
INC_0210,RD_052,Road Segment 52,13.015435,80.122181,construction,major,2024-06-09 12:00,56,27,1,True
INC_0211,RD_001,Anna Salai (Mount Road),13.071087,80.253579,protest,major,2024-04-04 03:00,82,19,5,False
INC_0212,RD_017,Usman Road T Nagar,13.043949,80.24197,road_block,critical,2024-05-06 18:00,52,45,2,False
INC_0213,RD_012,Sardar Patel Road,13.005489,80.220926,construction,major,2024-08-10 10:00,227,27,3,True
INC_0214,RD_024,Road Segment 24,12.854709,80.155026,vip_movement,minor,2024-02-02 18:00,56,9,1,False
INC_0215,RD_018,LB Road Adyar,13.002265,80.258473,road_block,major,2024-12-21 22:00,137,29,2,True
INC_0216,RD_039,Road Segment 39,12.895942,80.323044,road_block,major,2024-07-16 12:00,62,23,2,False
INC_0217,RD_073,Road Segment 73,12.877492,80.156433,vip_movement,minor,2024-02-02 00:00,62,7,1,True
INC_0218,RD_020,Kamarajar Salai Marina,13.056319,80.282554,road_block,critical,2024-07-04 13:00,142,45,2,True
INC_0219,RD_039,Road Segment 39,12.901953,80.324111,construction,minor,2024-07-17 02:00,48,3,3,True
INC_0220,RD_049,Road Segment 49,13.115006,80.259206,construction,major,2024-10-06 08:00,89,28,6,False
INC_0221,RD_069,Road Segment 69,12.982362,80.402579,flood,minor,2024-08-08 01:00,28,8,3,True
INC_0222,RD_047,Road Segment 47,13.154118,80.177011,flood,minor,2024-02-07 15:00,69,7,3,False
INC_0223,RD_038,Road Segment 38,13.023388,80.363427,vip_movement,minor,2024-03-05 10:00,212,12,1,False
INC_0224,RD_075,Road Segment 75,12.861193,80.123641,flood,critical,2024-07-08 18:00,126,47,3,True
INC_0225,RD_008,Grand Southern Trunk Road,12.980661,80.11211,accident,critical,2024-01-06 07:00,91,47,4,True
INC_0226,RD_073,Road Segment 73,12.877334,80.152056,flood,minor,2024-02-27 07:00,189,3,4,True
INC_0227,RD_063,Road Segment 63,13.19454,80.128719,construction,minor,2024-12-21 15:00,75,9,1,False
INC_0228,RD_055,Road Segment 55,12.992258,80.30414,construction,critical,2024-08-01 18:00,202,42,4,False
INC_0229,RD_039,Road Segment 39,12.899378,80.326795,flood,minor,2024-11-08 22:00,193,5,1,True
INC_0230,RD_072,Road Segment 72,12.870551,80.271266,protest,critical,2024-12-28 07:00,204,54,2,True
INC_0231,RD_042,Road Segment 42,13.06848,80.33758,flood,major,2024-02-20 21:00,176,28,1,False
INC_0232,RD_005,NH-16 (Chennai-Kolkata Highway),13.150876,80.280775,protest,critical,2024-01-14 16:00,45,53,5,False
INC_0233,RD_066,Road Segment 66,13.152622,80.118579,road_block,critical,2024-10-26 07:00,101,42,2,True
INC_0234,RD_033,Road Segment 33,13.08274,80.317028,accident,major,2024-03-15 11:00,45,21,6,True
INC_0235,RD_003,OMR (Old Mahabalipuram Road),12.92008,80.225814,accident,minor,2024-04-16 17:00,83,5,1,True
INC_0236,RD_020,Kamarajar Salai Marina,13.060541,80.281518,road_block,critical,2024-02-09 02:00,92,42,1,True
INC_0237,RD_019,100 Feet Road Vadapalani,13.049135,80.209121,protest,major,2024-07-22 08:00,16,18,2,True
INC_0238,RD_043,Road Segment 43,12.974278,80.285024,construction,minor,2024-01-07 12:00,70,10,5,True
INC_0239,RD_078,Road Segment 78,13.008457,80.405119,road_block,critical,2024-08-31 20:00,134,45,2,True
INC_0240,RD_071,Road Segment 71,12.954006,80.388024,accident,critical,2024-11-03 07:00,148,46,3,True
INC_0241,RD_047,Road Segment 47,13.161508,80.178254,vip_movement,major,2024-06-28 03:00,158,30,1,False
INC_0242,RD_042,Road Segment 42,13.065867,80.337242,breakdown,critical,2024-01-04 18:00,212,43,5,False
INC_0243,RD_010,Outer Ring Road,12.998716,80.148721,flood,critical,2024-07-01 07:00,73,51,3,True
INC_0244,RD_008,Grand Southern Trunk Road,12.979636,80.106704,accident,minor,2024-11-04 17:00,92,9,3,True
INC_0245,RD_018,LB Road Adyar,13.00027,80.258034,flood,minor,2024-12-30 12:00,206,15,3,True
INC_0246,RD_074,Road Segment 74,12.995096,80.376314,flood,minor,2024-05-23 22:00,189,15,3,True
INC_0247,RD_028,Road Segment 28,13.132726,80.321017,breakdown,minor,2024-06-23 01:00,238,15,2,True
INC_0248,RD_072,Road Segment 72,12.86767,80.26604,road_block,major,2024-01-25 20:00,169,21,1,False
INC_0249,RD_004,ECR (East Coast Road),12.848186,80.249519,breakdown,major,2024-09-08 05:00,32,24,1,True
