poi_id,name,category,latitude,longitude,rating,open_now,open_hours,road_name
POI_0019,Apollo Hospital,hospital,12.911554,80.178906,4.0,True,8AM-9PM,Road Segment 79
POI_0020,Apollo Hospital,hospital,13.122193,80.260848,4.5,True,24/7,Road Segment 49
POI_0021,MIOT International,hospital,13.000397,80.250688,3.5,True,8AM-9PM,Road Segment 68
POI_0022,Govt General Hospital,hospital,13.003565,80.170621,4.5,True,9AM-8PM,Road Segment 54
POI_0023,Vijaya Hospital,hospital,12.860665,80.173742,3.5,True,9AM-8PM,Road Segment 59
POI_0024,SRM Hospital,hospital,12.928405,80.379222,4.1,False,9AM-8PM,Road Segment 35
POI_0025,SRM Hospital,hospital,13.034014,80.250055,3.3,True,24/7,Road Segment 53
POI_0026,SRM Hospital,hospital,13.048547,80.259982,4.6,False,24/7,Patel Road T Nagar
POI_0027,MIOT International,hospital,13.067057,80.228868,4.0,True,9AM-8PM,Nungambakkam High Road
POI_0028,Apollo Hospital,hospital,12.906495,80.310096,3.9,True,8AM-9PM,Road Segment 34
POI_0029,Fortis Malar,hospital,12.97785,80.100138,3.1,True,8AM-9PM,Grand Southern Trunk Road
POI_0030,Fortis Malar,hospital,12.903238,80.114677,3.4,True,24/7,Road Segment 22
POI_0031,MIOT International,hospital,13.05484,80.250441,4.4,True,24/7,Patel Road T Nagar
POI_0032,Vijaya Hospital,hospital,13.011787,80.403327,4.5,False,8AM-9PM,Road Segment 78
POI_0033,Apollo Hospital,hospital,13.000274,80.249247,2.9,False,24/7,Road Segment 53
POI_0034,Apollo Hospital,hospital,13.06992,80.326079,3.5,True,6AM-10PM,Road Segment 42
POI_0035,Govt General Hospital,hospital,13.097115,80.303733,4.8,True,6AM-10PM,Road Segment 33
POI_0036,Apollo Hospital,hospital,12.994753,80.223013,3.6,False,8AM-9PM,Road Segment 65
POI_0037,Apollo Hospital,hospital,12.89802,80.400386,4.4,False,9AM-8PM,Road Segment 60
POI_0038,MIOT International,hospital,12.88897,80.234833,4.2,False,9AM-8PM,Road Segment 46
POI_0039,Sri Ramachandra,hospital,13.059155,80.236211,3.6,True,8AM-9PM,Nungambakkam High Road
POI_0040,MIOT International,hospital,13.198285,80.342774,4.6,True,9AM-8PM,Road Segment 67
POI_0041,Apollo Hospital,hospital,12.864353,80.271303,3.7,True,24/7,Road Segment 72
POI_0042,Vijaya Hospital,hospital,13.149262,80.284684,3.7,True,24/7,NH-16 (Chennai-Kolkata Highway)
POI_0043,Apollo Hospital,hospital,13.028144,80.257379,4.0,True,24/7,Road Segment 53
POI_0044,MIOT International,hospital,13.015344,80.234647,4.4,True,6AM-10PM,Road Segment 65
POI_0045,Stanley Medical,hospital,12.9695,80.242669,3.5,True,8AM-9PM,Rajiv Gandhi Salai (IT Corridor)
POI_0046,Apollo Hospital,hospital,13.069845,80.106698,3.8,False,8AM-9PM,Road Segment 21
POI_0047,Fortis Malar,hospital,13.196682,80.355438,4.8,True,8AM-9PM,Road Segment 44
POI_0048,Vijaya Hospital,hospital,12.874431,80.169526,3.9,True,8AM-9PM,Road Segment 59
POI_0049,Apollo Hospital,hospital,12.888393,80.124432,3.3,False,9AM-8PM,Road Segment 27
POI_0050,Stanley Medical,hospital,12.907555,80.124458,4.2,True,8AM-9PM,Road Segment 22
POI_0051,Sri Ramachandra,hospital,12.914612,80.120186,4.4,True,8AM-9PM,Road Segment 22
POI_0052,Apollo Hospital,hospital,13.132368,80.32201,4.9,True,8AM-9PM,Road Segment 28
POI_0053,SRM Hospital,hospital,13.14019,80.173734,4.9,True,24/7,Road Segment 61
POI_0054,Vijaya Hospital,hospital,13.036433,80.251723,4.2,True,9AM-8PM,Road Segment 53
POI_0055,Stanley Medical,hospital,13.060113,80.300119,3.5,True,8AM-9PM,Kamarajar Salai Marina
POI_0056,Govt General Hospital,hospital,13.091415,80.224445,4.4,True,8AM-9PM,Road Segment 32
POI_0057,MIOT International,hospital,13.016644,80.364092,4.6,False,6AM-10PM,Road Segment 38
POI_0058,Govt General Hospital,hospital,13.026066,80.128721,4.9,True,8AM-9PM,Road Segment 41
POI_0059,Apollo Hospital,hospital,13.039427,80.244744,3.1,False,24/7,Usman Road T Nagar
POI_0060,Stanley Medical,hospital,12.988714,80.365266,4.2,True,8AM-9PM,Road Segment 74
POI_0061,Govt General Hospital,hospital,12.903891,80.390542,3.8,True,6AM-10PM,Road Segment 60
POI_0062,Vijaya Hospital,hospital,12.984477,80.099135,3.2,True,6AM-10PM,Grand Southern Trunk Road
POI_0063,Fortis Malar,hospital,13.179107,80.360894,4.2,True,9AM-8PM,Road Segment 44
POI_0064,MIOT International,hospital,12.994165,80.304569,4.5,True,9AM-8PM,Road Segment 55
POI_0065,SRM Hospital,hospital,13.188358,80.34856,3.1,True,24/7,Road Segment 67
POI_0066,Stanley Medical,hospital,12.926351,80.131269,3.1,True,6AM-10PM,Road Segment 22
POI_0067,Stanley Medical,hospital,12.887119,80.176015,3.6,True,24/7,Road Segment 59
POI_0068,Govt General Hospital,hospital,12.903654,80.307097,3.1,True,24/7,Road Segment 34
POI_0069,Sri Ramachandra,hospital,12.874935,80.125865,4.9,False,24/7,Road Segment 75
POI_0070,Essar,fuel_station,12.850713,80.109151,3.2,False,8AM-9PM,Road Segment 23
POI_0071,HP Petrol Bunk,fuel_station,12.921354,80.218719,4.7,True,24/7,OMR (Old Mahabalipuram Road)
POI_0072,HP Petrol Bunk,fuel_station,12.97544,80.393082,3.7,True,8AM-9PM,Road Segment 71
POI_0073,BPCL,fuel_station,12.895171,80.131974,4.2,False,9AM-8PM,Road Segment 22
POI_0074,Reliance,fuel_station,12.895298,80.235651,3.7,True,6AM-10PM,Road Segment 46
POI_0075,HP Petrol Bunk,fuel_station,13.142551,80.274884,4.3,True,9AM-8PM,NH-16 (Chennai-Kolkata Highway)
POI_0076,Essar,fuel_station,13.065784,80.152485,4.7,False,6AM-10PM,Poonamallee High Road
POI_0077,Indian Oil,fuel_station,13.130447,80.320566,4.5,False,9AM-8PM,Road Segment 28
POI_0078,HP Petrol Bunk,fuel_station,12.973988,80.132482,4.1,True,9AM-8PM,Road Segment 80
POI_0079,HP Petrol Bunk,fuel_station,13.1476,80.172407,4.3,False,8AM-9PM,Road Segment 61
POI_0080,Shell,fuel_station,13.196496,80.353068,4.4,True,24/7,Road Segment 67
POI_0081,Indian Oil,fuel_station,13.022474,80.37384,2.8,False,6AM-10PM,Road Segment 38
POI_0082,Indian Oil,fuel_station,13.002161,80.148051,4.7,False,9AM-8PM,Outer Ring Road
POI_0083,BPCL,fuel_station,12.978726,80.231886,3.3,True,6AM-10PM,Road Segment 68
POI_0084,Reliance,fuel_station,13.008535,80.398814,3.5,True,8AM-9PM,Road Segment 78
POI_0085,HP Petrol Bunk,fuel_station,12.988164,80.39297,3.2,True,24/7,Road Segment 70
POI_0086,BPCL,fuel_station,12.986066,80.253141,4.3,True,6AM-10PM,Road Segment 68
POI_0087,Bharat Petroleum,fuel_station,13.046082,80.352912,4.5,True,24/7,Road Segment 29
POI_0088,Essar,fuel_station,13.160124,80.204895,4.5,True,9AM-8PM,Road Segment 48
POI_0089,Essar,fuel_station,12.951055,80.393801,3.5,True,24/7,Road Segment 71
POI_0090,HP Petrol Bunk,fuel_station,13.075164,80.281658,4.6,True,8AM-9PM,Kamarajar Salai Marina
POI_0091,Shell,fuel_station,12.8722,80.36108,4.2,True,9AM-8PM,Road Segment 51
POI_0092,Shell,fuel_station,13.01036,80.223303,3.8,True,24/7,Road Segment 65
POI_0093,Reliance,fuel_station,13.102485,80.11985,4.6,True,6AM-10PM,Road Segment 30
POI_0094,Shell,fuel_station,13.003305,80.13802,3.5,True,9AM-8PM,Road Segment 54
POI_0095,Reliance,fuel_station,13.00262,80.378112,4.7,False,8AM-9PM,Road Segment 70
POI_0096,Bharat Petroleum,fuel_station,12.964782,80.234847,3.0,True,8AM-9PM,Velachery Main Road
POI_0097,Shell,fuel_station,12.977745,80.222532,4.4,False,24/7,Road Segment 62
POI_0098,Reliance,fuel_station,13.064164,80.284765,4.9,True,24/7,Kamarajar Salai Marina
POI_0099,BPCL,fuel_station,13.022519,80.175177,4.3,False,8AM-9PM,Road Segment 56
POI_0100,Shell,fuel_station,12.891884,80.129781,3.2,False,8AM-9PM,Road Segment 27
POI_0101,HP Petrol Bunk,fuel_station,12.972457,80.125769,2.9,True,8AM-9PM,Grand Southern Trunk Road
POI_0102,Reliance,fuel_station,12.916491,80.141321,3.2,False,8AM-9PM,Road Segment 22
POI_0103,Essar,fuel_station,12.864658,80.12533,4.7,True,8AM-9PM,Road Segment 23
POI_0104,Essar,fuel_station,13.012466,80.163648,4.3,True,8AM-9PM,Road Segment 56
POI_0105,BPCL,fuel_station,13.054921,80.160491,3.8,True,6AM-10PM,Road Segment 57
POI_0106,Bharat Petroleum,fuel_station,13.063815,80.258993,3.0,False,6AM-10PM,Anna Salai (Mount Road)
POI_0107,Bharat Petroleum,fuel_station,13.042222,80.105149,5.0,True,6AM-10PM,Road Segment 21
POI_0108,Indian Oil,fuel_station,12.989217,80.13903,3.4,False,8AM-9PM,Road Segment 80
POI_0109,Bharat Petroleum,fuel_station,13.112601,80.267194,4.1,True,8AM-9PM,Road Segment 49
POI_0110,Indian Oil,fuel_station,12.874799,80.153203,3.7,True,9AM-8PM,Road Segment 73
POI_0111,HP Petrol Bunk,fuel_station,13.087986,80.185426,3.6,False,24/7,Road Segment 76
POI_0112,Indian Oil,fuel_station,13.040113,80.121178,4.9,True,8AM-9PM,Road Segment 41
POI_0113,HP Petrol Bunk,fuel_station,13.063398,80.109744,3.6,True,24/7,Road Segment 21
POI_0114,Reliance,fuel_station,12.874091,80.159966,4.7,True,24/7,Road Segment 24
POI_0115,BPCL,fuel_station,12.873742,80.290544,4.8,True,8AM-9PM,Road Segment 72
POI_0116,Indian Oil,fuel_station,13.194515,80.35277,3.7,True,8AM-9PM,Road Segment 67
POI_0117,BPCL,fuel_station,13.059111,80.220679,3.0,True,9AM-8PM,Road Segment 32
POI_0118,Essar,fuel_station,13.024934,80.137883,3.5,False,6AM-10PM,Poonamallee High Road
POI_0119,Indian Oil,fuel_station,13.140718,80.36698,4.8,True,8AM-9PM,Road Segment 31
POI_0120,HP Petrol Bunk,fuel_station,13.214109,80.351303,3.8,True,24/7,Road Segment 67
POI_0121,BPCL,fuel_station,12.886357,80.155575,3.3,True,9AM-8PM,Road Segment 73
POI_0122,Indian Oil,fuel_station,13.021794,80.209379,3.6,True,6AM-10PM,Inner Ring Road
POI_0123,Reliance,fuel_station,13.011594,80.2946,4.4,False,8AM-9PM,Road Segment 40
POI_0124,HP Petrol Bunk,fuel_station,13.021666,80.222314,4.4,False,6AM-10PM,Inner Ring Road
POI_0125,HP Petrol Bunk,fuel_station,13.073782,80.19343,3.8,True,24/7,Road Segment 76
POI_0126,Bharat Petroleum,fuel_station,13.017135,80.169918,3.1,False,9AM-8PM,Road Segment 56
POI_0127,Reliance,fuel_station,13.001172,80.22762,4.7,True,8AM-9PM,Road Segment 65
POI_0128,Reliance,fuel_station,12.882957,80.291399,4.2,True,6AM-10PM,Road Segment 72
POI_0129,Reliance,fuel_station,13.00422,80.220765,4.4,True,9AM-8PM,Road Segment 65
POI_0130,HP Petrol Bunk,fuel_station,12.996427,80.407388,3.2,False,9AM-8PM,Road Segment 69
POI_0131,Bharat Petroleum,fuel_station,13.15826,80.332535,3.4,True,24/7,Road Segment 36
POI_0132,Essar,fuel_station,13.006022,80.260933,4.7,True,8AM-9PM,Road Segment 68
POI_0133,HP Petrol Bunk,fuel_station,13.144655,80.176021,3.9,True,8AM-9PM,Road Segment 48
POI_0134,Reliance,fuel_station,13.058755,80.290728,2.9,False,9AM-8PM,Kamarajar Salai Marina
POI_0135,Essar,fuel_station,13.160549,80.272217,4.9,True,6AM-10PM,NH-16 (Chennai-Kolkata Highway)
POI_0136,Bharat Petroleum,fuel_station,13.056935,80.151744,2.9,True,9AM-8PM,Poonamallee High Road
POI_0137,Shell,fuel_station,12.980519,80.27187,4.5,True,9AM-8PM,Road Segment 43
POI_0138,Essar,fuel_station,12.863804,80.179602,3.0,True,8AM-9PM,Road Segment 73
POI_0139,HP Petrol Bunk,fuel_station,12.851228,80.267709,3.5,True,24/7,Road Segment 72
POI_0140,Reliance,fuel_station,13.104066,80.112327,4.1,True,8AM-9PM,Road Segment 58
POI_0141,Essar,fuel_station,12.894791,80.375591,3.9,True,6AM-10PM,Road Segment 60
POI_0142,Indian Oil,fuel_station,12.903906,80.222517,3.1,True,8AM-9PM,OMR (Old Mahabalipuram Road)
POI_0143,Indian Oil,fuel_station,13.059241,80.180982,3.9,True,6AM-10PM,100 Feet Road Vadapalani
POI_0144,Reliance,fuel_station,13.068554,80.173114,2.8,False,6AM-10PM,Road Segment 57
POI_0145,Indian Oil,fuel_station,12.980567,80.267192,3.9,False,24/7,Road Segment 43
POI_0146,Shell,fuel_station,13.004407,80.24066,2.9,False,8AM-9PM,Road Segment 68
POI_0147,Indian Oil,fuel_station,12.895763,80.37098,3.7,True,24/7,Road Segment 60
POI_0148,Bharat Petroleum,fuel_station,12.958101,80.227935,4.6,True,9AM-8PM,Rajiv Gandhi Salai (IT Corridor)
POI_0149,BPCL,fuel_station,13.088342,80.194166,3.8,True,6AM-10PM,Road Segment 76
POI_0150,Nilgiris,shop,13.048268,80.209854,2.8,False,8AM-9PM,100 Feet Road Vadapalani
POI_0151,Saravana Stores,shop,12.884497,80.12005,4.4,False,9AM-8PM,Road Segment 22
POI_0152,Saravana Stores,shop,12.986282,80.182967,4.8,True,6AM-10PM,Road Segment 26
POI_0153,Nilgiris,shop,13.079791,80.270793,2.9,True,8AM-9PM,Anna Salai (Mount Road)
POI_0154,Poorvika,shop,13.118976,80.319461,4.1,True,6AM-10PM,Road Segment 28
POI_0155,Poorvika,shop,13.177834,80.180637,3.8,True,8AM-9PM,Road Segment 47
POI_0156,Spencer's,shop,13.077391,80.198262,3.3,True,24/7,Road Segment 76
POI_0157,Big Bazaar,shop,13.069546,80.249289,4.3,True,6AM-10PM,Cathedral Road
POI_0158,DMart,shop,12.930205,80.236775,4.4,False,8AM-9PM,OMR (Old Mahabalipuram Road)
POI_0159,Spencer's,shop,13.06695,80.250483,3.6,True,8AM-9PM,Nungambakkam High Road
POI_0160,Reliance Fresh,shop,13.05907,80.195066,3.1,False,6AM-10PM,100 Feet Road Vadapalani
POI_0161,Spencer's,shop,13.16007,80.293108,4.4,True,6AM-10PM,NH-16 (Chennai-Kolkata Highway)
POI_0162,Poorvika,shop,12.91107,80.309107,4.7,True,9AM-8PM,Road Segment 34
POI_0163,Big Bazaar,shop,13.064679,80.20603,4.1,True,24/7,Arcot Road
POI_0164,More Supermarket,shop,12.910247,80.321024,4.1,False,6AM-10PM,Road Segment 34
POI_0165,DMart,shop,12.840776,80.168231,4.1,False,24/7,Road Segment 24
POI_0166,Big Bazaar,shop,12.88935,80.366084,4.7,True,8AM-9PM,Road Segment 45
POI_0167,More Supermarket,shop,12.908141,80.131571,3.5,True,8AM-9PM,Road Segment 22
POI_0168,Lifestyle,shop,13.065967,80.208608,4.3,True,8AM-9PM,100 Feet Road Vadapalani
POI_0169,Nilgiris,shop,13.058711,80.264752,2.9,True,24/7,Anna Salai (Mount Road)
POI_0170,DMart,shop,13.156875,80.193548,3.1,True,24/7,Road Segment 48
POI_0171,More Supermarket,shop,13.000506,80.396533,4.7,True,8AM-9PM,Road Segment 70
POI_0172,DMart,shop,13.000392,80.286034,3.8,True,9AM-8PM,Road Segment 40
POI_0173,Spencer's,shop,13.149293,80.338981,4.9,True,9AM-8PM,Road Segment 31
POI_0174,Spencer's,shop,12.871694,80.172148,3.4,True,6AM-10PM,Road Segment 59
POI_0175,Spencer's,shop,13.041096,80.134651,4.3,True,8AM-9PM,Road Segment 50
POI_0176,Poorvika,shop,12.863711,80.150605,3.6,True,24/7,Road Segment 23
POI_0177,Reliance Fresh,shop,12.980704,80.107645,3.8,True,6AM-10PM,Grand Southern Trunk Road
POI_0178,Big Bazaar,shop,13.086137,80.192526,3.7,True,24/7,Road Segment 76
POI_0179,Croma,shop,12.977142,80.23297,4.3,True,6AM-10PM,Road Segment 62
POI_0180,Spencer's,shop,12.981226,80.373102,4.1,True,6AM-10PM,Road Segment 74
POI_0181,Spencer's,shop,13.045392,80.341837,4.1,False,6AM-10PM,Road Segment 25
POI_0182,More Supermarket,shop,13.111111,80.279911,4.1,True,8AM-9PM,Road Segment 49
POI_0183,Lifestyle,shop,13.097028,80.191841,4.5,False,8AM-9PM,Road Segment 76
POI_0184,Poorvika,shop,13.059621,80.258436,2.8,True,9AM-8PM,Anna Salai (Mount Road)
POI_0185,Croma,shop,12.957636,80.377192,4.1,True,8AM-9PM,Road Segment 35
POI_0186,Spencer's,shop,13.137964,80.344869,2.9,False,9AM-8PM,Road Segment 36
POI_0187,Saravana Stores,shop,13.161956,80.164579,3.0,True,9AM-8PM,Road Segment 48
POI_0188,Nilgiris,shop,12.851146,80.235873,3.7,True,9AM-8PM,ECR (East Coast Road)
POI_0189,Reliance Fresh,shop,12.993221,80.299591,4.7,True,6AM-10PM,Road Segment 55
POI_0190,DMart,shop,12.891164,80.234845,4.3,True,9AM-8PM,Road Segment 46
POI_0191,Poorvika,shop,13.057221,80.157308,4.2,False,24/7,Road Segment 57
POI_0192,Poorvika,shop,12.883484,80.287906,3.6,False,24/7,Road Segment 72
POI_0193,Poorvika,shop,12.990918,80.184419,4.9,True,6AM-10PM,Road Segment 26
POI_0194,Saravana Stores,shop,13.181044,80.366005,3.4,False,24/7,Road Segment 44
POI_0195,Big Bazaar,shop,12.919495,80.305448,4.6,True,8AM-9PM,Road Segment 34
POI_0196,More Supermarket,shop,12.982612,80.221381,3.9,True,24/7,Velachery Main Road
POI_0197,Nilgiris,shop,12.946844,80.371989,2.9,True,6AM-10PM,Road Segment 35
POI_0198,More Supermarket,shop,12.862317,80.350668,2.9,False,24/7,Road Segment 51
POI_0199,Reliance Fresh,shop,13.105677,80.09246,3.2,True,24/7,Road Segment 58
POI_0200,Reliance Fresh,shop,13.058965,80.213361,4.4,True,9AM-8PM,Patel Road T Nagar
POI_0201,Lifestyle,shop,13.157273,80.114239,4.4,True,24/7,Road Segment 66
POI_0202,DMart,shop,13.005421,80.138635,4.4,True,24/7,Outer Ring Road
POI_0203,Spencer's,shop,13.069541,80.209158,4.2,True,8AM-9PM,Arcot Road
POI_0204,Big Bazaar,shop,13.151796,80.371083,3.1,False,8AM-9PM,Road Segment 31
POI_0205,Big Bazaar,shop,13.052722,80.241071,4.0,True,9AM-8PM,Patel Road T Nagar
POI_0206,Poorvika,shop,13.045557,80.202522,4.3,True,6AM-10PM,Arcot Road
POI_0207,Lifestyle,shop,13.026215,80.372811,3.2,True,6AM-10PM,Road Segment 38
POI_0208,Nilgiris,shop,13.068903,80.208017,4.6,True,9AM-8PM,Road Segment 32
POI_0209,Reliance Fresh,shop,12.998663,80.251922,3.9,False,6AM-10PM,Road Segment 68
POI_0210,Reliance Fresh,shop,12.979847,80.399288,3.7,False,24/7,Road Segment 69
POI_0211,Lifestyle,shop,13.135665,80.14564,2.9,True,24/7,Road Segment 61
POI_0212,Nilgiris,shop,12.962393,80.204158,4.2,True,24/7,Road Segment 62
POI_0213,More Supermarket,shop,13.060262,80.234395,2.8,True,8AM-9PM,Cathedral Road
POI_0214,Reliance Fresh,shop,13.121402,80.367842,4.3,True,9AM-8PM,Road Segment 31
POI_0215,Saravana Stores,shop,12.978825,80.120358,3.8,True,8AM-9PM,Grand Southern Trunk Road
POI_0216,Lifestyle,shop,12.983024,80.231915,4.4,True,8AM-9PM,Road Segment 68
POI_0217,Reliance Fresh,shop,12.954922,80.243153,4.2,True,8AM-9PM,Rajiv Gandhi Salai (IT Corridor)
POI_0218,Reliance Fresh,shop,12.994516,80.119423,4.3,True,8AM-9PM,Road Segment 37
POI_0219,Lifestyle,shop,13.049278,80.333728,3.6,True,6AM-10PM,Road Segment 25
POI_0220,Big Bazaar,shop,13.007711,80.239889,2.9,False,6AM-10PM,Road Segment 65
POI_0221,Lifestyle,shop,12.852535,80.187883,4.6,False,8AM-9PM,Road Segment 24
POI_0222,Big Bazaar,shop,12.994355,80.170985,4.4,True,8AM-9PM,Road Segment 54
POI_0223,Nilgiris,shop,13.193998,80.140278,4.3,True,6AM-10PM,Road Segment 63
POI_0224,Reliance Fresh,shop,13.019522,80.121045,3.4,True,8AM-9PM,Road Segment 41
POI_0225,Spencer's,shop,13.0518,80.178182,3.8,True,6AM-10PM,Road Segment 57
POI_0226,Lifestyle,shop,13.151211,80.121351,3.3,False,8AM-9PM,Road Segment 66
POI_0227,More Supermarket,shop,13.049302,80.240335,3.7,False,9AM-8PM,Patel Road T Nagar
POI_0228,Spencer's,shop,13.063285,80.261414,4.4,True,24/7,Cathedral Road
POI_0229,Croma,shop,13.185014,80.135797,3.8,True,6AM-10PM,Road Segment 63
POI_0230,Croma,shop,13.187874,80.354937,4.9,False,6AM-10PM,Road Segment 67
POI_0231,Nilgiris,shop,12.897319,80.375049,4.9,True,8AM-9PM,Road Segment 45
POI_0232,DMart,shop,13.077804,80.331314,3.0,True,6AM-10PM,Road Segment 42
POI_0233,Croma,shop,12.8619,80.27066,3.3,False,8AM-9PM,ECR (East Coast Road)
POI_0234,More Supermarket,shop,12.985554,80.251725,4.3,False,24/7,Road Segment 43
POI_0235,Big Bazaar,shop,12.99901,80.18241,4.8,True,9AM-8PM,Road Segment 26
POI_0236,Big Bazaar,shop,13.004488,80.217042,4.4,True,9AM-8PM,Road Segment 65
POI_0237,Spencer's,shop,13.132978,80.353315,4.6,True,8AM-9PM,Road Segment 31
POI_0238,Big Bazaar,shop,12.972963,80.21557,3.4,True,8AM-9PM,Road Segment 62
POI_0239,Saravana Stores,shop,13.054916,80.243772,4.8,True,9AM-8PM,Usman Road T Nagar
POI_0240,Reliance Fresh,shop,12.914903,80.172033,3.8,False,24/7,Road Segment 79
POI_0241,Spencer's,shop,13.004186,80.261315,3.9,True,9AM-8PM,Road Segment 53
POI_0242,Reliance Fresh,shop,12.948417,80.365196,4.5,True,24/7,Road Segment 35
POI_0243,Saravana Stores,shop,13.002284,80.227926,3.7,False,8AM-9PM,Road Segment 65
POI_0244,Croma,shop,13.000139,80.214401,3.6,False,8AM-9PM,Road Segment 65
POI_0245,More Supermarket,shop,12.996261,80.156633,2.9,False,6AM-10PM,Outer Ring Road
POI_0246,Big Bazaar,shop,13.032479,80.339367,4.9,True,6AM-10PM,Road Segment 29
POI_0247,Saravana Stores,shop,13.10812,80.110617,4.8,True,6AM-10PM,Road Segment 58
POI_0248,More Supermarket,shop,13.013898,80.255049,3.1,True,24/7,Road Segment 53
POI_0249,Croma,shop,13.127406,80.158877,4.5,True,6AM-10PM,Road Segment 61
POI_0250,Lifestyle,shop,13.143922,80.322308,4.3,True,24/7,Road Segment 36
POI_0251,Lifestyle,shop,13.085823,80.123829,3.9,True,8AM-9PM,Road Segment 58
POI_0252,Lifestyle,shop,13.021735,80.136013,4.1,False,6AM-10PM,Road Segment 50
POI_0253,Saravana Stores,shop,13.056352,80.346691,4.9,True,8AM-9PM,Road Segment 25
POI_0254,Reliance Fresh,shop,12.977384,80.104084,2.9,True,9AM-8PM,Grand Southern Trunk Road
POI_0255,Lifestyle,shop,12.902419,80.320565,4.9,True,6AM-10PM,Road Segment 34
POI_0256,Saravana Stores,shop,12.990585,80.274128,3.5,True,8AM-9PM,LB Road Adyar
POI_0257,Big Bazaar,shop,12.985203,80.282161,4.7,True,24/7,Road Segment 43
POI_0258,Nilgiris,shop,12.874027,80.269529,5.0,True,8AM-9PM,Road Segment 72
POI_0259,Reliance Fresh,shop,13.027413,80.247233,3.2,True,8AM-9PM,Usman Road T Nagar
POI_0260,More Supermarket,shop,13.127149,80.301608,4.8,True,24/7,Road Segment 28
POI_0261,Big Bazaar,shop,13.022002,80.341439,3.1,True,6AM-10PM,Road Segment 38
POI_0262,Saravana Stores,shop,13.043109,80.351679,2.9,True,24/7,Road Segment 29
POI_0263,Big Bazaar,shop,13.068157,80.32675,4.3,True,9AM-8PM,Road Segment 42
POI_0264,Nilgiris,shop,13.086145,80.26294,3.7,True,24/7,Anna Salai (Mount Road)
POI_0265,Big Bazaar,shop,13.085811,80.168793,3.2,True,8AM-9PM,Road Segment 77
POI_0266,Reliance Fresh,shop,13.057768,80.085384,3.9,False,6AM-10PM,Road Segment 21
POI_0267,Lifestyle,shop,12.94067,80.396276,2.9,False,6AM-10PM,Road Segment 71
POI_0268,Poorvika,shop,12.992683,80.199053,4.8,True,8AM-9PM,Road Segment 26
POI_0269,Reliance Fresh,shop,12.977361,80.193504,3.2,True,9AM-8PM,GST Road
POI_0270,Saravana Bhavan,restaurant,13.017461,80.123396,3.4,True,8AM-9PM,Road Segment 50
POI_0271,Dominos,restaurant,13.027852,80.202079,4.3,True,8AM-9PM,Inner Ring Road
POI_0272,Adyar Ananda Bhavan,restaurant,13.000472,80.386938,3.9,True,9AM-8PM,Road Segment 74
POI_0273,KFC,restaurant,13.201141,80.139273,4.8,True,8AM-9PM,Road Segment 63
POI_0274,KFC,restaurant,13.014262,80.104994,5.0,False,8AM-9PM,Road Segment 50
POI_0275,Saravana Bhavan,restaurant,13.202853,80.362714,3.5,True,24/7,Road Segment 67
POI_0276,Adyar Ananda Bhavan,restaurant,13.036382,80.123032,3.2,True,9AM-8PM,Road Segment 52
POI_0277,Adyar Ananda Bhavan,restaurant,13.013569,80.255682,4.0,False,24/7,Road Segment 53
POI_0278,Burger King,restaurant,13.078905,80.103493,4.8,True,9AM-8PM,Road Segment 21
POI_0279,Dominos,restaurant,13.046646,80.170364,4.3,False,6AM-10PM,Road Segment 57
